topics,domain_normalized,domain
245,guidatv quotidiano net,guidatv.quotidiano.net
"126,243",guidingtech com,guidingtech.com
"325,363,299,1,243",guineegames com,guineegames.com
"30,400,23",guitarworld com,guitarworld.com
243,gujarati abplive com,gujarati.abplive.com
243,gujarati news18 com,gujarati.news18.com
243,gulf24 co,gulf24.co
243,gulfhindi com,gulfhindi.com
"243,1",gulfnews com,gulfnews.com
"247,12",gulte com,gulte.com
243,gunboyugazetesi com tr,gunboyugazetesi.com.tr
"245,243",gva be,gva.be
350,gwiazdy wp pl,gwiazdy.wp.pl
243,gynews kr,gynews.kr
243,h a no,h-a.no
245,h avis no,h-avis.no
"254,350",h ken net,h-ken.net
"299,325,243",h178 com,h178.com
243,haaretz co il,haaretz.co.il
"245,247",haber sol org tr,haber.sol.org.tr
243,haber24 com,haber24.com
243,haber3 com,haber3.com
243,haber61 net,haber61.net
243,haber7 com,haber7.com
243,haberciniz biz,haberciniz.biz
243,haberglobal com tr,haberglobal.com.tr
243,haberkolik net,haberkolik.net
"400,243",haberler com,haberler.com
243,haberlerankara com,haberlerankara.com
243,haberturk com,haberturk.com
"215,126,243",habr com,habr.com
"317,299,243",habsetlnh com,habsetlnh.com
"126,243",hackaday com,hackaday.com
"400,1",hai grid id,hai.grid.id
"400,99",haircare it,haircare.it
243,halktv com tr,halktv.com.tr
"245,243",hallandsposten se,hallandsposten.se
243,hamariweb com,hamariweb.com
243,hamshahrionline ir,hamshahrionline.ir
243,handelsblatt com,handelsblatt.com
243,hani co kr,hani.co.kr
"561,243",hankyung com,hankyung.com
"303,299,243",hanshintigers jp,hanshintigers.jp
243,haqqin az,haqqin.az
247,harakahdaily net,harakahdaily.net
245,harapanrakyat com,harapanrakyat.com
400,harfetaze com,harfetaze.com
"164,561,103",harga emas org,harga-emas.org
243,haribhoomi com,haribhoomi.com
"96,400,350",harpersbazaar com,harpersbazaar.com
"245,363",hartvannederland nl,hartvannederland.nl
243,haryanaekhabar com,haryanaekhabar.com
243,havadurumu15gunluk net,havadurumu15gunluk.net
243,havadurumu15gunluk xyz,havadurumu15gunluk.xyz
"254,400",hawaalive net,hawaalive.net
"164,403,561",hawamer com,hawamer.com
243,haz de,haz.de
"303,542,299,243",hb nippon com,hb-nippon.com
243,hblinks pro,hblinks.pro
"561,229",hbr org,hbr.org
243,hbvl be,hbvl.be
243,hd se,hd.se
243,hd stheadline com,hd.stheadline.com
"607,126,243",hdblog it,hdblog.it
"400,243",health businessweekly com tw,health.businessweekly.com.tw
243,health chosun com,health.chosun.com
243,health com,health.com
243,health detik com,health.detik.com
243,health kompas com,health.kompas.com
243,health udn com,health.udn.com
243,health usnews com,health.usnews.com
"239,160,254,243",healthcare gov,healthcare.gov
"239,254,243",healthid ndhm gov in,healthid.ndhm.gov.in
243,healthline com,healthline.com
245,heidelberg24 de,heidelberg24.de
"126,243",heise de,heise.de
243,hellasjournal com,hellasjournal.com
"12,86,363,350",hellomagazine com,hellomagazine.com
"31,350",helloproject com,helloproject.com
"332,245,352",hellovidek hu,hellovidek.hu
"239,254,243",helpmecovid com,helpmecovid.com
"245,243",helsinginuutiset fi,helsinginuutiset.fi
"245,299,243",heraldo es,heraldo.es
243,heraldodemexico com mx,heraldodemexico.com.mx
"299,243",heraldodeportes com mx,heraldodeportes.com.mx
350,heraldpop com,heraldpop.com
243,heraldscotland com,heraldscotland.com
243,heraldsun com au,heraldsun.com.au
243,heraldtribune com,heraldtribune.com
"400,1",heraldweekly com,heraldweekly.com
"86,254,400",herbeauty co,herbeauty.co
"350,243",herognu dk,herognu.dk
"245,243",hespress com,hespress.com
"365,243",hessenschau de,hessenschau.de
243,heute at,heute.at
243,hi ru,hi.ru
"126,243",hi tech mail ru,hi-tech.mail.ru
"400,1",hiamag com,hiamag.com
243,hidmet gov rs,hidmet.gov.rs
243,highlandradio com,highlandradio.com
"299,243,325",hihi2 com,hihi2.com
243,hilight kapook com,hilight.kapook.com
243,hindi asianetnews com,hindi.asianetnews.com
"126,243",hindi gadgets360 com,hindi.gadgets360.com
243,hindi gktoday in,hindi.gktoday.in
"243,1",hindi latestly com,hindi.latestly.com
"164,561",hindi moneycontrol com,hindi.moneycontrol.com
243,hindi news18 com,hindi.news18.com
243,hindi news24online com,hindi.news24online.com
243,hindi oneindia com,hindi.oneindia.com
"299,243",hindi sportskeeda com,hindi.sportskeeda.com
"1,243",hindi webdunia com,hindi.webdunia.com
243,hindifiber com,hindifiber.com
"239,243",hinditime org,hinditime.org
"86,1,243",hindivarta com,hindivarta.com
243,hindustantimes com,hindustantimes.com
243,hindutamil in,hindutamil.in
"350,23",hiphopdx com,hiphopdx.com
"32,400",hiphople com,hiphople.com
"363,243",hirado hu,hirado.hu
243,hirkereso hu,hirkereso.hu
243,hirstart hu,hirstart.hu
"363,243,1",hirtv hu,hirtv.hu
243,hirunews lk,hirunews.lk
"561,164",histock tw,histock.tw
400,historia nationalgeographic com es,historia.nationalgeographic.com.es
243,hitc com,hitc.com
"126,183,243",hitek fr,hitek.fr
"243,1",hitoridanshi com,hitoridanshi.com
"215,561,1",hk finance yahoo com,hk.finance.yahoo.com
"164,561",hk investing com,hk.investing.com
"215,243,1",hk news yahoo com,hk.news.yahoo.com
243,hk on cc,hk.on.cc
"1,243",hk01 com,hk01.com
"250,126,243",hkepc com,hkepc.com
243,hko gov hk,hko.gov.hk
243,hlavnespravy sk,hlavnespravy.sk
243,hln be,hln.be
243,hmetro com my,hmetro.com.my
243,hna de,hna.de
"561,250,243",hnonline sk,hnonline.sk
"299,350,243",hochi news,hochi.news
"317,299,243",hockey30 com,hockey30.com
"317,299,243",hockeydb com,hockeydb.com
"317,299,243",hockeyslovakia sk,hockeyslovakia.sk
"299,243",hokejportal net,hokejportal.net
"245,243",hokkaido np co jp,hokkaido-np.co.jp
"400,1",hola com,hola.com
243,hollywoodlife com,hollywoodlife.com
350,hollywoodreporter com,hollywoodreporter.com
"215,350,1",home vn,home.vn
"209,400,53",homesandgardens com,homesandgardens.com
"48,31,350,23",hominis media,hominis.media
"299,325,243",hongkongscore com,hongkongscore.com
"299,304,243",hoopshype com,hoopshype.com
"245,243",horabrasil com br,horabrasil.com.br
243,hosadigantha com,hosadigantha.com
"12,243",hosakannada com,hosakannada.com
"243,215,1",hot detik com,hot.detik.com
"561,164",hotcopper com au,hotcopper.com.au
"23,350",hotnewhiphop com,hotnewhiphop.com
"215,1,243",hotnews ro,hotnews.ro
"209,400",housebeautiful com,housebeautiful.com
243,houstonchronicle com,houstonchronicle.com
"299,309,243",howstat com,howstat.com
"126,243",howtogeek com,howtogeek.com
"245,249,243",hoy com do,hoy.com.do
"245,249,243",hoy com py,hoy.com.py
"245,249,243",hoy es,hoy.es
243,hr n1info com,hr.n1info.com
243,hrbreakingnews com,hrbreakingnews.com
"201,299,243",hribi net,hribi.net
"247,363,562,1",hrw org,hrw.org
243,hs fi,hs.fi
"610,299,243",hu motorsport com,hu.motorsport.com
"582,528,390,215,126,430,140,243",huawei com,huawei.com
243,hubido com,hubido.com
245,huelvainformacion es,huelvainformacion.es
243,huffingtonpost es,huffingtonpost.es
243,huffingtonpost fr,huffingtonpost.fr
243,huffingtonpost it,huffingtonpost.it
243,huffingtonpost jp,huffingtonpost.jp
243,huffingtonpost kr,huffingtonpost.kr
243,huffpost com,huffpost.com
"245,243",hulldailymail co uk,hulldailymail.co.uk
"23,363,350,400",humo be,humo.be
"299,243",hupu com,hupu.com
"215,243,1",hurriyet com tr,hurriyet.com.tr
243,hvg hu,hvg.hu
243,hvylya net,hvylya.net
"126,243",hwupgrade it,hwupgrade.it
"400,350",hymy fi,hymy.fi
"243,1",hypeness com br,hypeness.com.br
243,i diakopes gr,i-diakopes.gr
"149,561",i dome com,i-dome.com
"243,1",i pl,i.pl
243,i stuff co nz,i.stuff.co.nz
"1,243",i24 7 news com,i24-7-news.com
350,iamfamous com,iamfamous.com
245,iasakh com,iasakh.com
243,ibc24 in,ibc24.in
245,ibctamil com,ibctamil.com
350,ibctamilnadu com,ibctamilnadu.com
"350,243",iberoshow com es,iberoshow.com.es
"299,309,243",icc cricket com,icc-cricket.com
"309,299,243",icccricketschedule com,icccricketschedule.com
243,ice co il,ice.co.il
"328,299,243",ichimame com,ichimame.com
"12,350",ichorepaka in,ichorepaka.in
"23,243",ici radio canada ca,ici.radio-canada.ca
243,id berita yahoo com,id.berita.yahoo.com
"610,299,243",id motorsport com,id.motorsport.com
"300,299,243",id nfl com,id.nfl.com
"325,299,243",id soccerway com,id.soccerway.com
"364,299,243",id2 spogoal com,id2.spogoal.com
"299,325,243",iddaa com,iddaa.com
"245,243",ideal es,ideal.es
"126,243",idevice ro,idevice.ro
"299,325,243",idezia com,idezia.com
"299,243",idiskitimes co za,idiskitimes.co.za
"86,12,350",idiva com,idiva.com
243,idnes cz,idnes.cz
243,idntimes com,idntimes.com
243,idokep hu,idokep.hu
"31,363,350,23,1",idolplus com,idolplus.com
561,idx co id,idx.co.id
"164,561",idxchannel com,idxchannel.com
243,iefimerida gr,iefimerida.gr
243,ieidiseis gr,ieidiseis.gr
"245,332,239",iett istanbul,iett.istanbul
"249,561",iex nl,iex.nl
"561,164",ifin kz,ifin.kz
243,igihe com,igihe.com
243,iharare com,iharare.com
"299,609,243",ijf org,ijf.org
"299,364,325,243",ikoora live kooora com,ikoora.live-kooora.com
"164,561",il investing com,il.investing.com
"245,243",ilcentro it,ilcentro.it
245,ilcittadino it,ilcittadino.it
"245,243",ildolomiti it,ildolomiti.it
243,iletaitunepub fr,iletaitunepub.fr
243,ilfattoquotidiano it,ilfattoquotidiano.it
243,ilfoglio it,ilfoglio.it
243,ilgazzettino it,ilgazzettino.it
243,ilgiornale it,ilgiornale.it
245,ilgiornaledivicenza it,ilgiornaledivicenza.it
243,ilgiorno it,ilgiorno.it
243,ilmatieteenlaitos fi,ilmatieteenlaitos.fi
243,ilmattino it,ilmattino.it
"245,243",ilmessaggero it,ilmessaggero.it
243,ilmeteo it,ilmeteo.it
"299,325,243",ilmilanista it,ilmilanista.it
"1,243",ilna ir,ilna.ir
"299,325,243",ilnapolista it,ilnapolista.it
561,ilovetrading it,ilovetrading.it
"245,243",ilpiccolo gelocal it,ilpiccolo.gelocal.it
243,ilpost it,ilpost.it
"245,243",ilrestodelcarlino it,ilrestodelcarlino.it
243,ilsecoloxix it,ilsecoloxix.it
"561,243",ilsole24ore com,ilsole24ore.com
243,iltalehti fi,iltalehti.fi
243,iltempo it,iltempo.it
"245,243",iltirreno it,iltirreno.it
"299,243",ilveggente it,ilveggente.it
"561,103,243",imerisia gr,imerisia.gr
561,imf org,imf.org
"126,140,243",imigrasilampung co id,imigrasilampung.co.id
245,imilanesi nanopress it,imilanesi.nanopress.it
"363,243",imnews imbc com,imnews.imbc.com
243,imocwx com,imocwx.com
"528,215,420,126,430,140,243",imore com,imore.com
243,impact ro,impact.ro
"207,561,149,332",in answergal com,in.answergal.com
243,in gr,in.gr
"164,561",in investing com,in.investing.com
243,in pocasi cz,in-pocasi.cz
"164,561,253",in tradingview com,in.tradingview.com
"249,149,215,299,1,243",in yahoo com,in.yahoo.com
243,in4s net,in4s.net
243,inbox lv,inbox.lv
561,inc com,inc.com
245,indebuurt nl,indebuurt.nl
"310,299,243",indeleiderstrui nl,indeleiderstrui.nl
243,independent co uk,independent.co.uk
243,independent ie,independent.ie
243,index hr,index.hr
561,index minfin com ua,index.minfin.com.ua
"164,561",indexes nikkei co jp,indexes.nikkei.co.jp
243,india com,india.com
"12,350,126,1,243",indiadailylive com,indiadailylive.com
"249,363,1",indiadarpanlive com,indiadarpanlive.com
"12,350",indiaforums com,indiaforums.com
"1,243",indiahood com,indiahood.com
561,indiainfoline com,indiainfoline.com
243,indianetworknews com,indianetworknews.com
243,indianexpress com,indianexpress.com
243,indiansinkuwait com,indiansinkuwait.com
"299,325,243",indiansuperleague com,indiansuperleague.com
243,indiatimez com,indiatimez.com
243,indiatoday in,indiatoday.in
243,indiatv in,indiatv.in
243,indiatvnews com,indiatvnews.com
350,indiewire com,indiewire.com
"243,400",indigodergisi com,indigodergisi.com
"31,350,23",indirdur ist,indirdur.ist
"299,243",indosport com,indosport.com
243,indystar com,indystar.com
243,indyturk com,indyturk.com
"239,254,243",ine es,ine.es
"126,243",inet detik com,inet.detik.com
243,inews co uk,inews.co.uk
243,inews id,inews.id
350,inews ua com,inews-ua.com
"12,254,1,243",inews zoombangla com,inews.zoombangla.com
"254,243",inewsgr com,inewsgr.com
"299,325,243",infiernorojo com,infiernorojo.com
243,infinix servicewebly com,infinix.servicewebly.com
350,influencersgonewild com,influencersgonewild.com
"250,243",info 51 ca,info.51.ca
561,info finance yahoo co jp,info.finance.yahoo.co.jp
"239,243",info portaldasfinancas gov pt,info.portaldasfinancas.gov.pt
243,info sk,info.sk
243,infobae com,infobae.com
243,infoclimat fr,infoclimat.fr
"561,447",infocu com br,infocu.com.br
245,infoeme com,infoeme.com
"1,243",infograficos oglobo globo com,infograficos.oglobo.globo.com
"103,561",infogreffe fr,infogreffe.fr
243,infolibre es,infolibre.es
243,infomercado pe,infomercado.pe
561,infomoney com br,infomoney.com.br
243,infonet vietnamnet vn,infonet.vietnamnet.vn
243,inforakyat net,inforakyat.net
243,inform kz,inform.kz
245,informacion es,informacion.es
243,informador mx,informador.mx
"86,363,239,350,183,1",informalia eleconomista es,informalia.eleconomista.es
243,informalnewz com,informalnewz.com
243,informazioneoggi it,informazioneoggi.it
"215,243,1",informburo kz,informburo.kz
243,informer rs,informer.rs
"299,325,243",infos sport com,infos-sport.com
243,infosalus com,infosalus.com
"607,528,243",infosemarangraya pikiran rakyat com,infosemarangraya.pikiran-rakyat.com
"299,325,243",infosports site,infosports.site
243,infostart hu,infostart.hu
243,infosumsel id,infosumsel.id
"245,243",infranken de,infranken.de
561,innpoland pl,innpoland.pl
243,inosmi ru,inosmi.ru
"245,243",inquirer com,inquirer.com
245,inquirer net,inquirer.net
243,inquisitr com,inquisitr.com
"12,350",insblueprint com,insblueprint.com
"70,607,83,299,610,243",insella it,insella.it
"215,243",inshorts com,inshorts.com
"243,1",insider com,insider.com
"299,243",insidesport co,insidesport.co
"299,243",insidesport in,insidesport.in
243,insight co kr,insight.co.kr
"607,289,126,243",insomnia gr,insomnia.gr
"253,250,350",instagrammernews com,instagrammernews.com
"96,254,350",instyle com,instyle.com
"96,254,350",instyle de,instyle.de
"96,254,350",instyle es,instyle.es
"96,350,254",instyle hu,instyle.hu
"350,1",inswaves com,inswaves.com
"325,299,243",int soccerway com,int.soccerway.com
"126,289,528,129,243",intelaf com,intelaf.com
"350,249",intelregion com,intelregion.com
"299,325,243",interativos ge globo com,interativos.ge.globo.com
"126,243",interestingengineering com,interestingengineering.com
"243,1",interez sk,interez.sk
243,interfax ru,interfax.ru
249,international sindonews com,international.sindonews.com
"249,239,400,254",internazionale it,internazionale.it
243,internethaber com,internethaber.com
243,interpressnews ge,interpressnews.ge
350,intipseleb com,intipseleb.com
243,intopic it,intopic.it
"243,350",intouch wunderweib de,intouch.wunderweib.de
243,intramed net,intramed.net
"299,325,243",intranet fcf cat,intranet.fcf.cat
"254,1,243",intrend trueid net,intrend.trueid.net
"250,1,243",inutomo11 com,inutomo11.com
350,inventbaby com,inventbaby.com
"164,350",inveposts com,inveposts.com
"243,1",inverse com,inverse.com
"561,164",invertironline com,invertironline.com
"164,561,1",invest cnyes com,invest.cnyes.com
"164,561",investing com,investing.com
561,investireoggi it,investireoggi.it
"561,164",investmentguru com,investmentguru.com
"149,243",investnews com br,investnews.com.br
"164,561",investor id,investor.id
"164,561",investorplace com,investorplace.com
"164,561",investors com,investors.com
"164,561",investorshub advfn com,investorshub.advfn.com
"245,215,250,243",inyourarea co uk,inyourarea.co.uk
"254,400",iodonna it,iodonna.it
243,iol co za,iol.co.za
"164,561",iol invertironline com,iol.invertironline.com
"215,126,140,243",ipadizate com,ipadizate.com
"299,309,243",iplt20 com,iplt20.com
"103,243",ipma pt,ipma.pt
243,ipmetradar com br,ipmetradar.com.br
"164,561",ipobazar in,ipobazar.in
"164,561",ipowatch in,ipowatch.in
"561,149",iprofesional com,iprofesional.com
245,ipswichstar co uk,ipswichstar.co.uk
243,iqraa news,iqraa.news
"289,236,243",ir center ru,ir-center.ru
243,ir voanews com,ir.voanews.com
245,iranchetor com,iranchetor.com
"215,1,243",iranianuk com,iranianuk.com
243,iranintl com,iranintl.com
"164,561",iranjib ir,iranjib.ir
245,ircity ru,ircity.ru
243,iribnews ir,iribnews.ir
243,irishexaminer com,irishexaminer.com
"1,243",irishmirror ie,irishmirror.ie
243,irishtimes com,irishtimes.com
243,irk ru,irk.ru
243,irna ir,irna.ir
"23,243",irozhlas cz,irozhlas.cz
243,is fi,is.fi
"51,363,350",isaechia it,isaechia.it
243,isna ir,isna.ir
350,isplus com,isplus.com
"299,243",isport blesk cz,isport.blesk.cz
243,israelhayom co il,israelhayom.co.il
243,israelnoticias com,israelnoticias.com
"439,442,400,250",issuu com,issuu.com
243,istarski hr,istarski.hr
"247,299,126,243",istoe com br,istoe.com.br
"400,403,561",istoedinheiro com br,istoedinheiro.com.br
243,it blastingnews com,it.blastingnews.com
"164,561",it investing com,it.investing.com
"299,610,243",it motorsport com,it.motorsport.com
243,itatiaia com br,itatiaia.com.br
"126,243",itmedia co jp,itmedia.co.jp
"561,250",its bochk com,its.bochk.com
"423,126,243",itscybertech com,itscybertech.com
"299,243",itsgame7 com,itsgame7.com
243,ittefaq com bd,ittefaq.com.bd
243,ivg it,ivg.it
"12,23,350",iwmbuzz com,iwmbuzz.com
"126,243",ixbt com,ixbt.com
"12,365,363,243",iyf tv,iyf.tv
243,iz ru,iz.ru
"1,243",iza ne jp,iza.ne.jp
"245,1",izhlife ru,izhlife.ru
"363,350",izklaide tv3 lv,izklaide.tv3.lv
243,izvmor ru,izvmor.ru
243,j cast com,j-cast.com
"31,23,350",j island net,j-island.net
"245,1",j town net,j-town.net
245,jabar tribunnews com,jabar.tribunnews.com
243,jabarekspres com,jabarekspres.com
243,jabuka tv,jabuka.tv
243,jagbani punjabkesari in,jagbani.punjabkesari.in
243,jagonews24 com,jagonews24.com
243,jagran com,jagran.com
"236,234,243",jagranjosh com,jagranjosh.com
243,jahannews com,jahannews.com
245,jakarta tribunnews com,jakarta.tribunnews.com
"299,325,243",jalgpall ee,jalgpall.ee
243,jamaica gleaner com,jamaica-gleaner.com
243,jamaica loopnews com,jamaica.loopnews.com
243,jamaicaobserver com,jamaicaobserver.com
243,jamaran news,jamaran.news
"254,400",jan magazine nl,jan-magazine.nl
243,janamtv com,janamtv.com
243,jang com pk,jang.com.pk
243,jansatta com,jansatta.com
243,jantakareporter com,jantakareporter.com
"1,243",jantaserishta com,jantaserishta.com
243,jardinage lemonde fr,jardinage.lemonde.fr
350,jastrzabpost pl,jastrzabpost.pl
245,jateng tribunnews com,jateng.tribunnews.com
245,jatim tribunnews com,jatim.tribunnews.com
243,jatimnetwork com,jatimnetwork.com
243,jauns lv,jauns.lv
561,jbpress ismedia jp,jbpress.ismedia.jp
"238,243",jcconcursos com br,jcconcursos.com.br
245,jdn co il,jdn.co.il
"245,1",jds fr,jds.fr
"299,243",jdwel com,jdwel.com
"4,361,362,350",jegy hu,jegy.hu
"215,140,126,243",jetstream bz,jetstream.bz
243,jeugdjournaal nl,jeugdjournaal.nl
243,jeuneafrique com,jeuneafrique.com
"299,243,325",jeunesfooteux com,jeunesfooteux.com
243,jezebel com,jezebel.com
"299,325,243",jfa jp,jfa.jp
